gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000112126,Gm34544,"predicted gene, 34544",,
ENSMUSG00000071341,Egr4,early growth response 4,NCBIGene:13656,
ENSMUSG00000044847,Lsm11,U7 snRNP-specific Sm-like protein LSM11,NCBIGene:72290,
ENSMUSG00000035686,Thrsp,thyroid hormone responsive,NCBIGene:21835,
ENSMUSG00000025089,Gfra1,glial cell line derived neurotrophic factor family receptor alpha 1,NCBIGene:14585,
ENSMUSG00000038152,5033430I15Rik,RIKEN cDNA 5033430I15 gene,NCBIGene:76000,
ENSMUSG00000042826,Fgf11,fibroblast growth factor 11,NCBIGene:14166,
ENSMUSG00000022836,Mylk,"myosin, light polypeptide kinase",NCBIGene:107589,
ENSMUSG00000086606,Gm13205,predicted gene 13205,,
ENSMUSG00000015843,Rxrg,retinoid X receptor gamma,NCBIGene:20183,
ENSMUSG00000068617,Efcab1,EF-hand calcium binding domain 1,NCBIGene:66793,
ENSMUSG00000044770,Scml4,Scm polycomb group protein like 4,NCBIGene:268297,
ENSMUSG00000025207,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",NCBIGene:26456,
ENSMUSG00000033788,Dysf,dysferlin,NCBIGene:26903,
ENSMUSG00000039474,Wfs1,wolframin ER transmembrane glycoprotein,NCBIGene:22393,
ENSMUSG00000059327,Eda,ectodysplasin-A,NCBIGene:13607,
ENSMUSG00000023092,Fhl1,four and a half LIM domains 1,NCBIGene:14199,
ENSMUSG00000032067,Pts,6-pyruvoyl-tetrahydropterin synthase,NCBIGene:19286,
ENSMUSG00000110996,Gm36251,"predicted gene, 36251",NCBIGene:102640100,
ENSMUSG00000073412,Lst1,leukocyte specific transcript 1,NCBIGene:16988,
ENSMUSG00000028358,Zfp618,zinc finger protein 618,NCBIGene:72701,
ENSMUSG00000050022,Amz1,archaelysin family metallopeptidase 1,NCBIGene:231842,
ENSMUSG00000041119,Pde9a,phosphodiesterase 9A,NCBIGene:18585,
ENSMUSG00000040339,Fam102b,"family with sequence similarity 102, member B",NCBIGene:329739,
ENSMUSG00000028197,Col24a1,"collagen, type XXIV, alpha 1",NCBIGene:71355,
ENSMUSG00000068220,Lgals1,"lectin, galactose binding, soluble 1",NCBIGene:16852,
ENSMUSG00000075324,Fign,fidgetin,NCBIGene:60344,
ENSMUSG00000027955,Gask1b,golgi associated kinase 1B,NCBIGene:68659,
ENSMUSG00000001995,Sipa1l2,signal-induced proliferation-associated 1 like 2,NCBIGene:244668,
ENSMUSG00000030770,Parva,"parvin, alpha",NCBIGene:57342,
ENSMUSG00000106053,Gm20752,"predicted gene, 20752",NCBIGene:624759,
ENSMUSG00000059493,Nhs,NHS actin remodeling regulator,NCBIGene:195727,
ENSMUSG00000098557,Kctd12,potassium channel tetramerisation domain containing 12,NCBIGene:239217,
ENSMUSG00000027966,Col11a1,"collagen, type XI, alpha 1",NCBIGene:12814,
ENSMUSG00000000392,Fap,fibroblast activation protein,NCBIGene:14089,
ENSMUSG00000086224,2700069I18Rik,RIKEN cDNA 2700069I18 gene,,
ENSMUSG00000027004,Frzb,frizzled-related protein,NCBIGene:20378,
ENSMUSG00000026773,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",NCBIGene:170768,
ENSMUSG00000029090,Adgra3,adhesion G protein-coupled receptor A3,NCBIGene:70693,
ENSMUSG00000073274,Gm14636,predicted gene 14636,,
ENSMUSG00000034825,Nrip3,nuclear receptor interacting protein 3,NCBIGene:78593,
ENSMUSG00000074872,Ctxn2,cortexin 2,NCBIGene:381418,
ENSMUSG00000028803,Nipal3,NIPA-like domain containing 3,NCBIGene:74552,
ENSMUSG00000056515,Rab31,"RAB31, member RAS oncogene family",NCBIGene:106572,
ENSMUSG00000048826,Dact2,dishevelled-binding antagonist of beta-catenin 2,NCBIGene:240025,
ENSMUSG00000022508,Bcl6,B cell leukemia/lymphoma 6,NCBIGene:12053,
ENSMUSG00000070366,Plpp4,phospholipid phosphatase 4,NCBIGene:381925,
ENSMUSG00000038668,Lpar1,lysophosphatidic acid receptor 1,NCBIGene:14745,
ENSMUSG00000032280,Tle3,transducin-like enhancer of split 3,NCBIGene:21887,
ENSMUSG00000055044,Pdlim1,PDZ and LIM domain 1 (elfin),NCBIGene:54132,
ENSMUSG00000001334,Fndc5,fibronectin type III domain containing 5,NCBIGene:384061,
ENSMUSG00000045441,Gprin3,GPRIN family member 3,NCBIGene:243385,
ENSMUSG00000024937,Ehbp1l1,EH domain binding protein 1-like 1,NCBIGene:114601,
ENSMUSG00000052504,Epha3,Eph receptor A3,NCBIGene:13837,
ENSMUSG00000018634,Crhr1,corticotropin releasing hormone receptor 1,NCBIGene:12921,
ENSMUSG00000049532,Sall2,spalt like transcription factor 2,NCBIGene:50524,
ENSMUSG00000117220,Gm49932,"predicted gene, 49932",,
ENSMUSG00000043857,Mgat5b,"mannoside acetylglucosaminyltransferase 5, isoenzyme B",NCBIGene:268510,
ENSMUSG00000020080,Hkdc1,hexokinase domain containing 1,NCBIGene:216019,
ENSMUSG00000020251,Glt8d2,glycosyltransferase 8 domain containing 2,NCBIGene:74782,
ENSMUSG00000019838,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",NCBIGene:72472,
ENSMUSG00000021684,Pde8b,phosphodiesterase 8B,NCBIGene:218461,
ENSMUSG00000022844,Pdia5,protein disulfide isomerase associated 5,NCBIGene:72599,
ENSMUSG00000052135,Foxo6,forkhead box O6,NCBIGene:329934,
ENSMUSG00000031367,Ap1s2,"adaptor-related protein complex 1, sigma 2 subunit",NCBIGene:108012,
ENSMUSG00000025213,Kazald1,Kazal-type serine peptidase inhibitor domain 1,NCBIGene:107250,
ENSMUSG00000006205,Htra1,HtrA serine peptidase 1,NCBIGene:56213,
ENSMUSG00000064215,Ifi27,"interferon, alpha-inducible protein 27",NCBIGene:52668,
ENSMUSG00000026688,Mgst3,microsomal glutathione S-transferase 3,NCBIGene:66447,
ENSMUSG00000015745,Plekho1,"pleckstrin homology domain containing, family O member 1",NCBIGene:67220,
ENSMUSG00000058740,Kcnt1,"potassium channel, subfamily T, member 1",NCBIGene:227632,
ENSMUSG00000001986,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3)",NCBIGene:53623,
ENSMUSG00000058672,Tubb2a,"tubulin, beta 2A class IIA",NCBIGene:22151,
ENSMUSG00000050321,Neto1,neuropilin (NRP) and tolloid (TLL)-like 1,NCBIGene:246317,
ENSMUSG00000029206,Nsun7,"NOL1/NOP2/Sun domain family, member 7",NCBIGene:70918,
ENSMUSG00000050248,Evc2,EvC ciliary complex subunit 2,NCBIGene:68525,
ENSMUSG00000030560,Ctsc,cathepsin C,NCBIGene:13032,
ENSMUSG00000038855,Itpkb,"inositol 1,4,5-trisphosphate 3-kinase B",NCBIGene:320404,
ENSMUSG00000097929,Tunar,Tcl1 upstream neural differentiation associated RNA,,
ENSMUSG00000041762,Gpr155,G protein-coupled receptor 155,NCBIGene:68526,
ENSMUSG00000040606,Kazn,"kazrin, periplakin interacting protein",NCBIGene:71529,
ENSMUSG00000068117,Mei1,meiotic double-stranded break formation protein 1,NCBIGene:74369,
ENSMUSG00000019891,Dcbld1,"discoidin, CUB  and LCCL domain containing 1",NCBIGene:66686,
ENSMUSG00000027286,Lrrc57,leucine rich repeat containing 57,NCBIGene:66606,
ENSMUSG00000020326,Ccng1,cyclin G1,NCBIGene:12450,
ENSMUSG00000021130,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16,NCBIGene:108760,
ENSMUSG00000039405,Prss23,"protease, serine 23",NCBIGene:76453,
ENSMUSG00000022665,Ccdc80,coiled-coil domain containing 80,NCBIGene:67896,
ENSMUSG00000050730,Arhgap42,Rho GTPase activating protein 42,NCBIGene:71544,
ENSMUSG00000027204,Fbn1,fibrillin 1,NCBIGene:14118,
ENSMUSG00000036256,Igfbp7,insulin-like growth factor binding protein 7,NCBIGene:29817,
ENSMUSG00000044337,Ackr3,atypical chemokine receptor 3,NCBIGene:12778,
ENSMUSG00000078350,Smim1,small integral membrane protein 1,NCBIGene:68859,
ENSMUSG00000026430,Rassf5,Ras association (RalGDS/AF-6) domain family member 5,NCBIGene:54354,
ENSMUSG00000039208,Metrnl,"meteorin, glial cell differentiation regulator-like",NCBIGene:210029,
ENSMUSG00000034220,Gpc1,glypican 1,NCBIGene:14733,
ENSMUSG00000030074,Gxylt2,glucoside xylosyltransferase 2,NCBIGene:232313,
ENSMUSG00000053783,1700016K19Rik,RIKEN cDNA 1700016K19 gene,NCBIGene:74230,
ENSMUSG00000023927,Satb1,special AT-rich sequence binding protein 1,NCBIGene:20230,
ENSMUSG00000022528,Hes1,hes family bHLH transcription factor 1,NCBIGene:15205,
ENSMUSG00000022441,Efcab6,EF-hand calcium binding domain 6,NCBIGene:77627,
ENSMUSG00000019880,Rspo3,R-spondin 3,NCBIGene:72780,
ENSMUSG00000026031,Cflar,CASP8 and FADD-like apoptosis regulator,NCBIGene:12633,
ENSMUSG00000001768,Rin2,Ras and Rab interactor 2,NCBIGene:74030,
ENSMUSG00000031024,St5,suppression of tumorigenicity 5,NCBIGene:76954,
ENSMUSG00000052726,Kcnt2,"potassium channel, subfamily T, member 2",NCBIGene:240776,
ENSMUSG00000031552,Adam18,a disintegrin and metallopeptidase domain 18,NCBIGene:13524,
ENSMUSG00000032517,Mobp,myelin-associated oligodendrocytic basic protein,NCBIGene:17433,
ENSMUSG00000068037,Mas1,MAS1 oncogene,NCBIGene:17171,
ENSMUSG00000003545,Fosb,FBJ osteosarcoma oncogene B,NCBIGene:14282,
ENSMUSG00000024014,Pim1,proviral integration site 1,NCBIGene:18712,
ENSMUSG00000021453,Gadd45g,growth arrest and DNA-damage-inducible 45 gamma,NCBIGene:23882,
ENSMUSG00000053475,Tnfaip6,tumor necrosis factor alpha induced protein 6,NCBIGene:21930,
ENSMUSG00000026950,Neb,nebulin,NCBIGene:17996,
ENSMUSG00000015312,Gadd45b,growth arrest and DNA-damage-inducible 45 beta,NCBIGene:17873,
ENSMUSG00000032515,Csrnp1,cysteine-serine-rich nuclear protein 1,NCBIGene:215418,
ENSMUSG00000024063,Lbh,limb-bud and heart,NCBIGene:77889,
ENSMUSG00000056749,Nfil3,"nuclear factor, interleukin 3, regulated",NCBIGene:18030,
ENSMUSG00000113313,Gm32036,"predicted gene, 32036",,
ENSMUSG00000049649,Gpr3,G-protein coupled receptor 3,NCBIGene:14748,
ENSMUSG00000029381,Shroom3,shroom family member 3,NCBIGene:27428,
ENSMUSG00000032265,Tent5a,terminal nucleotidyltransferase 5A,NCBIGene:212943,
ENSMUSG00000026107,Nabp1,nucleic acid binding protein 1,NCBIGene:109019,
ENSMUSG00000075020,Mir670hg,MIR670 host gene (non-protein coding),,
ENSMUSG00000020599,Rgs9,regulator of G-protein signaling 9,NCBIGene:19739,
ENSMUSG00000074766,Ism1,"isthmin 1, angiogenesis inhibitor",NCBIGene:319909,
ENSMUSG00000025880,Smad7,SMAD family member 7,NCBIGene:17131,
ENSMUSG00000003228,Grk5,G protein-coupled receptor kinase 5,NCBIGene:14773,
ENSMUSG00000045903,Npas4,neuronal PAS domain protein 4,NCBIGene:225872,
ENSMUSG00000024558,Mapk4,mitogen-activated protein kinase 4,NCBIGene:225724,
ENSMUSG00000063564,Col23a1,"collagen, type XXIII, alpha 1",NCBIGene:237759,
ENSMUSG00000029563,Foxp2,forkhead box P2,NCBIGene:114142,
ENSMUSG00000044164,Rnf182,ring finger protein 182,NCBIGene:328234,
ENSMUSG00000028532,Cachd1,cache domain containing 1,NCBIGene:320508,
ENSMUSG00000064325,Hhip,Hedgehog-interacting protein,NCBIGene:15245,
ENSMUSG00000032511,Scn5a,"sodium channel, voltage-gated, type V, alpha",NCBIGene:20271,
ENSMUSG00000050732,Vamp8,vesicle-associated membrane protein 8,NCBIGene:22320,
ENSMUSG00000076612,Ighg2c,immunoglobulin heavy constant gamma 2C,NCBIGene:404711,
ENSMUSG00000039115,Itga9,integrin alpha 9,NCBIGene:104099,
ENSMUSG00000100600,A230077H06Rik,RIKEN cDNA A230077H06 gene,NCBIGene:320210,
ENSMUSG00000036206,Sh3bp4,SH3-domain binding protein 4,NCBIGene:98402,
ENSMUSG00000021541,Trpc7,"transient receptor potential cation channel, subfamily C, member 7",NCBIGene:26946,
ENSMUSG00000019929,Dcn,decorin,NCBIGene:13179,
ENSMUSG00000034361,Cpne2,copine II,NCBIGene:234577,
ENSMUSG00000050511,Oprd1,"opioid receptor, delta 1",NCBIGene:18386,
ENSMUSG00000066357,Wdr6,WD repeat domain 6,NCBIGene:83669,
ENSMUSG00000043659,Npsr1,neuropeptide S receptor 1,NCBIGene:319239,
ENSMUSG00000087518,Gm13561,predicted gene 13561,,
ENSMUSG00000110246,C130073E24Rik,RIKEN cDNA C130073E24 gene,,
ENSMUSG00000053153,Spag16,sperm associated antigen 16,NCBIGene:66722,
ENSMUSG00000032259,Drd2,dopamine receptor D2,NCBIGene:13489,
ENSMUSG00000022076,Klhl1,kelch-like 1,NCBIGene:93688,
ENSMUSG00000028273,Pdlim5,PDZ and LIM domain 5,NCBIGene:56376,
ENSMUSG00000041828,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",NCBIGene:217258,
ENSMUSG00000096606,Tpbgl,trophoblast glycoprotein-like,NCBIGene:100503386,
ENSMUSG00000033177,Tmprss7,transmembrane serine protease 7,NCBIGene:208171,
ENSMUSG00000062980,Cped1,cadherin-like and PC-esterase domain containing 1,NCBIGene:214642,
ENSMUSG00000030043,Tacr1,tachykinin receptor 1,NCBIGene:21336,
ENSMUSG00000071847,Apcdd1,adenomatosis polyposis coli down-regulated 1,NCBIGene:494504,
ENSMUSG00000005125,Ndrg1,N-myc downstream regulated gene 1,NCBIGene:17988,
ENSMUSG00000078451,Ppil6,peptidylprolyl isomerase (cyclophilin)-like 6,NCBIGene:73075,
ENSMUSG00000024998,Plce1,"phospholipase C, epsilon 1",NCBIGene:74055,
ENSMUSG00000020186,Csrp2,cysteine and glycine-rich protein 2,NCBIGene:13008,
ENSMUSG00000030889,Vwa3a,von Willebrand factor A domain containing 3A,NCBIGene:233813,
ENSMUSG00000029287,Tgfbr3,"transforming growth factor, beta receptor III",NCBIGene:21814,
ENSMUSG00000037709,Fam13a,"family with sequence similarity 13, member A",NCBIGene:58909,
ENSMUSG00000027737,Slc7a11,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",NCBIGene:26570,
ENSMUSG00000040856,Dlk1,delta like non-canonical Notch ligand 1,NCBIGene:13386,
ENSMUSG00000036422,Pcdh8,protocadherin 8,NCBIGene:18530,
ENSMUSG00000036502,Tmem255a,transmembrane protein 255A,NCBIGene:245386,
ENSMUSG00000031355,Arhgap6,Rho GTPase activating protein 6,NCBIGene:11856,
ENSMUSG00000030218,Mgp,matrix Gla protein,NCBIGene:17313,
ENSMUSG00000078247,Airn,antisense Igf2r RNA,NCBIGene:104103,
ENSMUSG00000053093,Myh7,"myosin, heavy polypeptide 7, cardiac muscle, beta",NCBIGene:140781,
ENSMUSG00000032656,March3,membrane-associated ring finger (C3HC4) 3,NCBIGene:320253,
ENSMUSG00000040133,Gpr176,G protein-coupled receptor 176,NCBIGene:381413,
ENSMUSG00000041482,Piezo2,piezo-type mechanosensitive ion channel component 2,NCBIGene:667742,
ENSMUSG00000051855,Mest,mesoderm specific transcript,NCBIGene:17294,
ENSMUSG00000042688,Mapk6,mitogen-activated protein kinase 6,NCBIGene:50772,
ENSMUSG00000085609,1700016P03Rik,RIKEN cDNA 1700016P03 gene,,
ENSMUSG00000041112,Elmo1,engulfment and cell motility 1,NCBIGene:140580,
ENSMUSG00000039239,Tgfb2,"transforming growth factor, beta 2",NCBIGene:21808,
ENSMUSG00000022114,Spry2,sprouty RTK signaling antagonist 2,NCBIGene:24064,
ENSMUSG00000020099,Unc5b,unc-5 netrin receptor B,NCBIGene:107449,
ENSMUSG00000035021,Baz1a,bromodomain adjacent to zinc finger domain 1A,NCBIGene:217578,
ENSMUSG00000051397,Tacstd2,tumor-associated calcium signal transducer 2,NCBIGene:56753,
ENSMUSG00000020542,Myocd,myocardin,NCBIGene:214384,
ENSMUSG00000054892,Txk,TXK tyrosine kinase,NCBIGene:22165,
ENSMUSG00000027996,Sfrp2,secreted frizzled-related protein 2,NCBIGene:20319,
ENSMUSG00000047507,Baiap3,BAI1-associated protein 3,NCBIGene:545192,
ENSMUSG00000058152,Chsy3,chondroitin sulfate synthase 3,NCBIGene:78923,
ENSMUSG00000031608,Galnt7,polypeptide N-acetylgalactosaminyltransferase 7,NCBIGene:108150,
ENSMUSG00000022893,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",NCBIGene:11504,
ENSMUSG00000029161,Cgref1,cell growth regulator with EF hand domain 1,NCBIGene:68567,
ENSMUSG00000034640,Tiparp,TCDD-inducible poly(ADP-ribose) polymerase,NCBIGene:99929,
ENSMUSG00000031609,Sap30,sin3 associated polypeptide,NCBIGene:60406,
ENSMUSG00000027520,Zdbf2,"zinc finger, DBF-type containing 2",NCBIGene:73884,
ENSMUSG00000031438,Rnf128,ring finger protein 128,NCBIGene:66889,
ENSMUSG00000030707,Coro1a,"coronin, actin binding protein 1A",NCBIGene:12721,
ENSMUSG00000033491,Prss35,"protease, serine 35",NCBIGene:244954,
ENSMUSG00000051985,Igfn1,immunoglobulin-like and fibronectin type III domain containing 1,NCBIGene:226438,
ENSMUSG00000115936,4833415N18Rik,RIKEN cDNA 4833415N18 gene,,
ENSMUSG00000020782,Llgl2,LLGL2 scribble cell polarity complex component,NCBIGene:217325,
ENSMUSG00000060962,Dmkn,dermokine,NCBIGene:73712,
ENSMUSG00000037060,Cavin3,caveolae associated 3,NCBIGene:109042,
ENSMUSG00000001021,S100a3,S100 calcium binding protein A3,NCBIGene:20197,
ENSMUSG00000032198,Dock6,dedicator of cytokinesis 6,NCBIGene:319899,
ENSMUSG00000045672,Col27a1,"collagen, type XXVII, alpha 1",NCBIGene:373864,
ENSMUSG00000074749,Kiz,kizuna centrosomal protein,NCBIGene:228730,
ENSMUSG00000073154,9330158H04Rik,RIKEN cDNA 9330158H04 gene,NCBIGene:319472,
ENSMUSG00000052921,Arhgef15,Rho guanine nucleotide exchange factor (GEF) 15,NCBIGene:442801,
ENSMUSG00000021846,Peli2,pellino 2,NCBIGene:93834,
ENSMUSG00000051527,Usp29,ubiquitin specific peptidase 29,NCBIGene:57775,
ENSMUSG00000100000,1700023F02Rik,RIKEN cDNA 1700023F02 gene,NCBIGene:69433,
ENSMUSG00000112210,4930407I19Rik,RIKEN cDNA 4930407I19 gene,NCBIGene:77198,
ENSMUSG00000031825,Crispld2,cysteine-rich secretory protein LCCL domain containing 2,NCBIGene:78892,
ENSMUSG00000034762,Glis1,GLIS family zinc finger 1,NCBIGene:230587,
ENSMUSG00000071550,Cfap44,cilia and flagella associated protein 44,NCBIGene:212517,
ENSMUSG00000000296,Tpd52l1,tumor protein D52-like 1,NCBIGene:21987,
ENSMUSG00000045404,Kcnk13,"potassium channel, subfamily K, member 13",NCBIGene:217826,
ENSMUSG00000004508,Gab2,growth factor receptor bound protein 2-associated protein 2,NCBIGene:14389,
ENSMUSG00000006930,Hap1,huntingtin-associated protein 1,NCBIGene:15114,
ENSMUSG00000028664,Ephb2,Eph receptor B2,NCBIGene:13844,
ENSMUSG00000008136,Fhl2,four and a half LIM domains 2,NCBIGene:14200,
ENSMUSG00000020919,Stat5b,signal transducer and activator of transcription 5B,NCBIGene:20851,
ENSMUSG00000002489,Tiam1,T cell lymphoma invasion and metastasis 1,NCBIGene:21844,
ENSMUSG00000054027,Nt5dc3,5'-nucleotidase domain containing 3,NCBIGene:103466,
ENSMUSG00000031283,Chrdl1,chordin-like 1,NCBIGene:83453,
ENSMUSG00000086308,G630016G05Rik,RIKEN cDNA G630016G05 gene,NCBIGene:108168785,
ENSMUSG00000030315,Vgll4,vestigial like family member 4,NCBIGene:232334,
ENSMUSG00000053519,Kcnip1,Kv channel-interacting protein 1,NCBIGene:70357,
ENSMUSG00000033717,Adra2a,"adrenergic receptor, alpha 2a",NCBIGene:11551,
ENSMUSG00000026494,Kif26b,kinesin family member 26B,NCBIGene:269152,
ENSMUSG00000032232,Cgnl1,cingulin-like 1,NCBIGene:68178,
ENSMUSG00000021998,Lcp1,lymphocyte cytosolic protein 1,NCBIGene:18826,
ENSMUSG00000038048,Cntnap5c,contactin associated protein-like 5C,NCBIGene:620292,
ENSMUSG00000097927,Gm6999,predicted gene 6999,,
ENSMUSG00000026841,Fibcd1,fibrinogen C domain containing 1,NCBIGene:98970,
ENSMUSG00000032878,Ccdc85a,coiled-coil domain containing 85A,NCBIGene:216613,
ENSMUSG00000049122,Frmd3,FERM domain containing 3,NCBIGene:242506,
ENSMUSG00000030222,Rerg,"RAS-like, estrogen-regulated, growth-inhibitor",NCBIGene:232441,
ENSMUSG00000022026,Olfm4,olfactomedin 4,NCBIGene:380924,
ENSMUSG00000116029,Gm41414,"predicted gene, 41414",NCBIGene:105246064,
ENSMUSG00000075707,Dio3,"deiodinase, iodothyronine type III",NCBIGene:107585,
ENSMUSG00000009216,Fam163b,"family with sequence similarity 163, member B",NCBIGene:109349,
ENSMUSG00000007805,Twist2,twist basic helix-loop-helix transcription factor 2,NCBIGene:13345,
ENSMUSG00000035274,Tpbg,trophoblast glycoprotein,NCBIGene:21983,
ENSMUSG00000047557,Lxn,latexin,NCBIGene:17035,
ENSMUSG00000045414,Dipk2a,divergent protein kinase domain 2A,NCBIGene:68861,
ENSMUSG00000053110,Yap1,yes-associated protein 1,NCBIGene:22601,
ENSMUSG00000024042,Sik1,salt inducible kinase 1,NCBIGene:17691,
ENSMUSG00000037868,Egr2,early growth response 2,NCBIGene:13654,
ENSMUSG00000054988,Agtr1b,"angiotensin II receptor, type 1b",NCBIGene:11608,
ENSMUSG00000053626,Tll1,tolloid-like,NCBIGene:21892,
ENSMUSG00000049112,Oxtr,oxytocin receptor,NCBIGene:18430,
ENSMUSG00000039031,Arhgap18,Rho GTPase activating protein 18,NCBIGene:73910,
ENSMUSG00000055737,Ghr,growth hormone receptor,NCBIGene:14600,
ENSMUSG00000078137,Ankrd63,ankyrin repeat domain 63,NCBIGene:383787,
ENSMUSG00000102692,Dchs2,dachsous cadherin related 2,NCBIGene:100534287,
ENSMUSG00000039081,Zfp503,zinc finger protein 503,NCBIGene:218820,
ENSMUSG00000042453,Reln,reelin,NCBIGene:19699,
ENSMUSG00000036437,Npy1r,neuropeptide Y receptor Y1,NCBIGene:18166,
ENSMUSG00000020427,Igfbp3,insulin-like growth factor binding protein 3,NCBIGene:16009,
ENSMUSG00000055202,Zfp811,zinc finger protein 811,NCBIGene:240063,
ENSMUSG00000025932,Eya1,EYA transcriptional coactivator and phosphatase 1,NCBIGene:14048,
ENSMUSG00000045594,Glb1,"galactosidase, beta 1",NCBIGene:12091,
ENSMUSG00000051617,Krt9,keratin 9,NCBIGene:107656,
ENSMUSG00000097887,Gm26542,"predicted gene, 26542",,
ENSMUSG00000071984,Fndc1,fibronectin type III domain containing 1,NCBIGene:68655,
ENSMUSG00000007279,Scube2,"signal peptide, CUB domain, EGF-like 2",NCBIGene:56788,
ENSMUSG00000046844,Vat1l,vesicle amine transport protein 1 like,NCBIGene:270097,
ENSMUSG00000000531,Grasp,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein,NCBIGene:56149,
ENSMUSG00000003541,Ier3,immediate early response 3,NCBIGene:15937,
ENSMUSG00000035314,Gdpd5,glycerophosphodiester phosphodiesterase domain containing 5,NCBIGene:233552,
ENSMUSG00000043557,Mdga1,MAM domain containing glycosylphosphatidylinositol anchor 1,NCBIGene:74762,
ENSMUSG00000021709,Erbin,Erbb2 interacting protein,NCBIGene:59079,
ENSMUSG00000071862,Lrrtm2,leucine rich repeat transmembrane neuronal 2,NCBIGene:107065,
ENSMUSG00000087400,Gm15270,predicted gene 15270,,
ENSMUSG00000038370,Pcp4l1,Purkinje cell protein 4-like 1,NCBIGene:66425,
ENSMUSG00000020593,Lpin1,lipin 1,NCBIGene:14245,
ENSMUSG00000085816,Gm13052,predicted gene 13052,,
ENSMUSG00000021721,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A,NCBIGene:15550,
ENSMUSG00000009075,Cabp7,calcium binding protein 7,NCBIGene:192650,
ENSMUSG00000021803,Cdhr1,cadherin-related family member 1,NCBIGene:170677,
